 Source IP, Source Port, Label,count
192.168.10.19,60952,BENIGN,3
192.168.10.8,63034,BENIGN,3
192.168.10.9,3634,BENIGN,3
192.168.10.9,3633,BENIGN,3
192.168.10.9,3632,BENIGN,3
192.168.10.19,60957,BENIGN,3
192.168.10.17,20574,BENIGN,3
192.168.10.16,64425,BENIGN,3
192.168.10.19,60961,BENIGN,3
192.168.10.17,20569,BENIGN,3
192.168.10.8,63071,BENIGN,3
192.168.10.9,3636,BENIGN,3
192.168.10.17,20668,BENIGN,3
192.168.10.8,63016,BENIGN,3
192.168.10.16,64380,BENIGN,3
192.168.10.9,3644,BENIGN,3
192.168.10.16,64369,BENIGN,3
192.168.10.8,63019,BENIGN,3
192.168.10.8,63020,BENIGN,3
192.168.10.17,20719,BENIGN,3
192.168.10.9,3642,BENIGN,3
192.168.10.9,3641,BENIGN,3
192.168.10.8,63024,BENIGN,3
192.168.10.17,20709,BENIGN,3
192.168.10.9,3640,BENIGN,3
192.168.10.16,64392,BENIGN,3
192.168.10.17,20702,BENIGN,3
192.168.10.9,3639,BENIGN,3
192.168.10.17,20691,BENIGN,3
192.168.10.8,1964,BENIGN,3
192.168.10.19,60940,BENIGN,3
192.168.10.8,63033,BENIGN,3
192.168.10.17,20670,BENIGN,3
192.168.10.9,3637,BENIGN,3
192.168.10.19,60941,BENIGN,3
192.168.10.17,19000,BENIGN,3
192.168.10.17,1510,BENIGN,3
192.168.10.9,2265,BENIGN,3
192.168.10.9,2575,BENIGN,3
192.168.10.8,63739,BENIGN,3
192.168.10.9,2592,BENIGN,3
192.168.10.9,2591,BENIGN,3
192.168.10.9,2590,BENIGN,3
192.168.10.8,63745,BENIGN,3
192.168.10.17,17890,BENIGN,3
192.168.10.8,1682,BENIGN,3
192.168.10.17,3858,BENIGN,3
192.168.10.17,3860,BENIGN,3
192.168.10.17,17883,BENIGN,3
192.168.10.9,2587,BENIGN,3
192.168.10.9,2586,BENIGN,3
192.168.10.9,2581,BENIGN,3
192.168.10.9,2580,BENIGN,3
192.168.10.19,62213,BENIGN,3
192.168.10.17,17872,BENIGN,3
192.168.10.9,2579,BENIGN,3
192.168.10.17,3898,BENIGN,3
192.168.10.8,63752,BENIGN,3
192.168.10.9,2576,BENIGN,3
192.168.10.19,62217,BENIGN,3
192.168.10.19,62196,BENIGN,3
192.168.10.17,3832,BENIGN,3
192.168.10.8,63736,BENIGN,3
192.168.10.17,3781,BENIGN,3
192.168.10.9,2613,BENIGN,3
192.168.10.17,18006,BENIGN,3
192.168.10.17,3762,BENIGN,3
192.168.10.17,17997,BENIGN,3
192.168.10.17,3765,BENIGN,3
192.168.10.9,2612,BENIGN,3
192.168.10.17,3767,BENIGN,3
192.168.10.17,3778,BENIGN,3
192.168.10.17,3780,BENIGN,3
192.168.10.17,17981,BENIGN,3
192.168.10.17,3827,BENIGN,3
192.168.10.17,3797,BENIGN,3
192.168.10.17,3799,BENIGN,3
192.168.10.8,63728,BENIGN,3
192.168.10.9,2601,BENIGN,3
192.168.10.9,2596,BENIGN,3
192.168.10.9,2595,BENIGN,3
192.168.10.17,3823,BENIGN,3
192.168.10.17,3826,BENIGN,3
192.168.10.17,17962,BENIGN,3
192.168.10.19,62218,BENIGN,3
192.168.10.9,2570,BENIGN,3
192.168.10.9,2615,BENIGN,3
192.168.10.9,2569,BENIGN,3
192.168.10.9,2528,BENIGN,3
192.168.10.9,2526,BENIGN,3
192.168.10.17,4042,BENIGN,3
192.168.10.17,17838,BENIGN,3
192.168.10.17,17836,BENIGN,3
192.168.10.19,62236,BENIGN,3
192.168.10.9,2525,BENIGN,3
192.168.10.9,2524,BENIGN,3
192.168.10.9,2523,BENIGN,3
192.168.10.19,62244,BENIGN,3
192.168.10.9,2522,BENIGN,3
192.168.10.9,2521,BENIGN,3
192.168.10.9,2518,BENIGN,3
192.168.10.17,4076,BENIGN,3
192.168.10.17,17816,BENIGN,3
192.168.10.19,62247,BENIGN,3
192.168.10.9,2517,BENIGN,3
192.168.10.17,17812,BENIGN,3
192.168.10.8,63771,BENIGN,3
192.168.10.17,4092,BENIGN,3
192.168.10.9,2511,BENIGN,3
192.168.10.17,4034,BENIGN,3
192.168.10.17,17840,BENIGN,3
192.168.10.9,2531,BENIGN,3
192.168.10.17,3984,BENIGN,3
192.168.10.9,2567,BENIGN,3
192.168.10.9,2565,BENIGN,3
192.168.10.17,3941,BENIGN,3
192.168.10.9,2561,BENIGN,3
192.168.10.9,2560,BENIGN,3
192.168.10.9,2558,BENIGN,3
192.168.10.9,2557,BENIGN,3
192.168.10.9,2555,BENIGN,3
192.168.10.17,3970,BENIGN,3
192.168.10.9,2546,BENIGN,3
192.168.10.9,2532,BENIGN,3
192.168.10.9,2543,BENIGN,3
192.168.10.17,17849,BENIGN,3
192.168.10.9,2542,BENIGN,3
192.168.10.17,17844,BENIGN,3
192.168.10.9,2538,BENIGN,3
192.168.10.17,4013,BENIGN,3
192.168.10.9,2537,BENIGN,3
192.168.10.9,2536,BENIGN,3
192.168.10.9,2534,BENIGN,3
192.168.10.9,2614,BENIGN,3
192.168.10.17,18010,BENIGN,3
192.168.10.9,3177,BENIGN,3
192.168.10.17,3480,BENIGN,3
192.168.10.9,2707,BENIGN,3
192.168.10.9,2706,BENIGN,3
192.168.10.19,62086,BENIGN,3
192.168.10.9,2705,BENIGN,3
192.168.10.17,3407,BENIGN,3
192.168.10.17,3408,BENIGN,3
192.168.10.17,3418,BENIGN,3
192.168.10.9,2702,BENIGN,3
192.168.10.17,3429,BENIGN,3
192.168.10.17,18126,BENIGN,3
192.168.10.17,3433,BENIGN,3
192.168.10.19,62106,BENIGN,3
192.168.10.9,2698,BENIGN,3
192.168.10.17,3444,BENIGN,3
192.168.10.17,18123,BENIGN,3
192.168.10.9,2693,BENIGN,3
192.168.10.9,2692,BENIGN,3
192.168.10.9,2691,BENIGN,3
192.168.10.9,2689,BENIGN,3
192.168.10.17,18109,BENIGN,3
192.168.10.9,2688,BENIGN,3
192.168.10.9,2708,BENIGN,3
192.168.10.8,63688,BENIGN,3
192.168.10.8,63684,BENIGN,3
192.168.10.17,3321,BENIGN,3
192.168.10.17,18181,BENIGN,3
192.168.10.9,2734,BENIGN,3
192.168.10.9,2733,BENIGN,3
192.168.10.17,18175,BENIGN,3
192.168.10.8,63677,BENIGN,3
192.168.10.17,3300,BENIGN,3
192.168.10.17,3310,BENIGN,3
192.168.10.17,3315,BENIGN,3
192.168.10.17,18164,BENIGN,3
192.168.10.17,18162,BENIGN,3
192.168.10.9,2712,BENIGN,3
192.168.10.17,3324,BENIGN,3
192.168.10.9,2727,BENIGN,3
192.168.10.9,2725,BENIGN,3
192.168.10.17,3353,BENIGN,3
192.168.10.17,3355,BENIGN,3
192.168.10.9,2718,BENIGN,3
192.168.10.9,2717,BENIGN,3
192.168.10.9,2716,BENIGN,3
192.168.10.9,2713,BENIGN,3
192.168.10.9,2687,BENIGN,3
192.168.10.9,2684,BENIGN,3
192.168.10.17,3747,BENIGN,3
192.168.10.17,3487,BENIGN,3
192.168.10.8,63705,BENIGN,3
192.168.10.8,63706,BENIGN,3
192.168.10.17,3610,BENIGN,3
192.168.10.17,3630,BENIGN,3
192.168.10.17,3638,BENIGN,3
192.168.10.17,18049,BENIGN,3
192.168.10.9,2648,BENIGN,3
192.168.10.9,2644,BENIGN,3
192.168.10.8,63710,BENIGN,3
192.168.10.9,2642,BENIGN,3
192.168.10.9,2641,BENIGN,3
192.168.10.9,2640,BENIGN,3
192.168.10.9,2639,BENIGN,3
192.168.10.19,62147,BENIGN,3
192.168.10.17,3675,BENIGN,3
192.168.10.17,3678,BENIGN,3
192.168.10.17,3691,BENIGN,3
192.168.10.17,3692,BENIGN,3
192.168.10.9,2628,BENIGN,3
192.168.10.9,2626,BENIGN,3
192.168.10.17,3739,BENIGN,3
192.168.10.9,2654,BENIGN,3
192.168.10.9,2655,BENIGN,3
192.168.10.17,3602,BENIGN,3
192.168.10.17,3535,BENIGN,3
192.168.10.17,3491,BENIGN,3
192.168.10.17,3493,BENIGN,3
192.168.10.17,3495,BENIGN,3
192.168.10.17,3496,BENIGN,3
192.168.10.17,3500,BENIGN,3
192.168.10.9,2678,BENIGN,3
192.168.10.17,3515,BENIGN,3
192.168.10.17,18090,BENIGN,3
192.168.10.9,2674,BENIGN,3
192.168.10.17,18081,BENIGN,3
192.168.10.8,63703,BENIGN,3
192.168.10.17,3537,BENIGN,3
192.168.10.9,2673,BENIGN,3
192.168.10.19,62125,BENIGN,3
192.168.10.9,2672,BENIGN,3
192.168.10.17,3572,BENIGN,3
192.168.10.17,3590,BENIGN,3
192.168.10.17,18072,BENIGN,3
192.168.10.17,3591,BENIGN,3
192.168.10.19,62132,BENIGN,3
192.168.10.19,62261,BENIGN,3
192.168.10.17,4099,BENIGN,3
192.168.10.9,2508,BENIGN,3
192.168.10.17,4866,BENIGN,3
192.168.10.9,2347,BENIGN,3
192.168.10.9,2346,BENIGN,3
192.168.10.17,4787,BENIGN,3
192.168.10.8,1654,BENIGN,3
192.168.10.17,17568,BENIGN,3
192.168.10.9,2345,BENIGN,3
192.168.10.9,2344,BENIGN,3
192.168.10.17,4790,BENIGN,3
192.168.10.17,4794,BENIGN,3
192.168.10.9,2341,BENIGN,3
192.168.10.8,1653,BENIGN,3
192.168.10.9,2339,BENIGN,3
192.168.10.9,2338,BENIGN,3
192.168.10.9,2337,BENIGN,3
192.168.10.8,1652,BENIGN,3
192.168.10.9,2336,BENIGN,3
192.168.10.17,4828,BENIGN,3
192.168.10.9,2335,BENIGN,3
192.168.10.9,2334,BENIGN,3
192.168.10.9,2333,BENIGN,3
192.168.10.9,2332,BENIGN,3
192.168.10.17,17599,BENIGN,3
192.168.10.9,2348,BENIGN,3
192.168.10.17,4781,BENIGN,3
192.168.10.17,4680,BENIGN,3
192.168.10.17,17624,BENIGN,3
192.168.10.9,2374,BENIGN,3
192.168.10.9,2373,BENIGN,3
192.168.10.17,4661,BENIGN,3
192.168.10.17,4664,BENIGN,3
192.168.10.9,2372,BENIGN,3
192.168.10.9,2371,BENIGN,3
192.168.10.17,4673,BENIGN,3
192.168.10.9,2370,BENIGN,3
192.168.10.17,4686,BENIGN,3
192.168.10.17,4760,BENIGN,3
192.168.10.17,4701,BENIGN,3
192.168.10.9,2364,BENIGN,3
192.168.10.17,4720,BENIGN,3
192.168.10.17,17617,BENIGN,3
192.168.10.9,2362,BENIGN,3
192.168.10.8,1657,BENIGN,3
192.168.10.9,2361,BENIGN,3
192.168.10.17,4745,BENIGN,3
192.168.10.9,2353,BENIGN,3
192.168.10.17,4859,BENIGN,3
192.168.10.17,17545,BENIGN,3
192.168.10.9,2505,BENIGN,3
192.168.10.17,17542,BENIGN,3
192.168.10.9,2288,BENIGN,3
192.168.10.17,4984,BENIGN,3
192.168.10.17,4989,BENIGN,3
192.168.10.17,17483,BENIGN,3
192.168.10.17,4997,BENIGN,3
192.168.10.17,5001,BENIGN,3
192.168.10.8,1644,BENIGN,3
192.168.10.17,5002,BENIGN,3
192.168.10.17,17476,BENIGN,3
192.168.10.9,2277,BENIGN,3
192.168.10.17,5018,BENIGN,3
192.168.10.17,17475,BENIGN,3
192.168.10.9,2274,BENIGN,3
192.168.10.9,2273,BENIGN,3
192.168.10.9,2272,BENIGN,3
192.168.10.9,2268,BENIGN,3
192.168.10.8,63852,BENIGN,3
192.168.10.9,2266,BENIGN,3
192.168.10.17,17465,BENIGN,3
192.168.10.17,5043,BENIGN,3
192.168.10.19,62386,BENIGN,3
192.168.10.17,17488,BENIGN,3
192.168.10.17,17495,BENIGN,3
192.168.10.17,4975,BENIGN,3
192.168.10.17,17514,BENIGN,3
192.168.10.9,2325,BENIGN,3
192.168.10.17,17540,BENIGN,3
192.168.10.9,2323,BENIGN,3
192.168.10.9,2322,BENIGN,3
192.168.10.9,2317,BENIGN,3
192.168.10.17,17534,BENIGN,3
192.168.10.17,17527,BENIGN,3
192.168.10.9,2312,BENIGN,3
192.168.10.17,17526,BENIGN,3
192.168.10.9,2311,BENIGN,3
192.168.10.9,2290,BENIGN,3
192.168.10.17,4919,BENIGN,3
192.168.10.17,4924,BENIGN,3
192.168.10.8,1646,BENIGN,3
192.168.10.17,4956,BENIGN,3
192.168.10.17,17505,BENIGN,3
192.168.10.17,4959,BENIGN,3
192.168.10.9,2293,BENIGN,3
192.168.10.9,2292,BENIGN,3
192.168.10.9,2291,BENIGN,3
192.168.10.9,2375,BENIGN,3
192.168.10.8,63822,BENIGN,3
192.168.10.17,4644,BENIGN,3
192.168.10.9,2376,BENIGN,3
192.168.10.9,2450,BENIGN,3
192.168.10.8,63785,BENIGN,3
192.168.10.9,2449,BENIGN,3
192.168.10.17,4350,BENIGN,3
192.168.10.19,62296,BENIGN,3
192.168.10.17,17732,BENIGN,3
192.168.10.17,4353,BENIGN,3
192.168.10.9,2447,BENIGN,3
192.168.10.9,2443,BENIGN,3
192.168.10.9,2442,BENIGN,3
192.168.10.17,4376,BENIGN,3
192.168.10.9,2440,BENIGN,3
192.168.10.9,2437,BENIGN,3
192.168.10.9,2435,BENIGN,3
192.168.10.17,17728,BENIGN,3
192.168.10.9,2433,BENIGN,3
192.168.10.9,2432,BENIGN,3
192.168.10.9,2429,BENIGN,3
192.168.10.17,4428,BENIGN,3
192.168.10.9,2427,BENIGN,3
192.168.10.17,4446,BENIGN,3
192.168.10.8,63784,BENIGN,3
192.168.10.17,4341,BENIGN,3
192.168.10.17,4327,BENIGN,3
192.168.10.17,4196,BENIGN,3
192.168.10.9,2499,BENIGN,3
192.168.10.17,4150,BENIGN,3
192.168.10.17,4154,BENIGN,3
192.168.10.17,4157,BENIGN,3
192.168.10.9,2497,BENIGN,3
192.168.10.17,4184,BENIGN,3
192.168.10.17,4192,BENIGN,3
192.168.10.17,4193,BENIGN,3
192.168.10.9,2489,BENIGN,3
192.168.10.17,4198,BENIGN,3
192.168.10.17,4317,BENIGN,3
192.168.10.9,2482,BENIGN,3
192.168.10.8,63777,BENIGN,3
192.168.10.9,2481,BENIGN,3
192.168.10.8,63778,BENIGN,3
192.168.10.9,2464,BENIGN,3
192.168.10.9,2463,BENIGN,3
192.168.10.17,4310,BENIGN,3
192.168.10.17,4312,BENIGN,3
192.168.10.19,62292,BENIGN,3
192.168.10.19,62302,BENIGN,3
192.168.10.9,2422,BENIGN,3
192.168.10.17,4452,BENIGN,3
192.168.10.8,63819,BENIGN,3
192.168.10.17,17663,BENIGN,3
192.168.10.9,2387,BENIGN,3
192.168.10.17,17662,BENIGN,3
192.168.10.8,63813,BENIGN,3
192.168.10.17,4587,BENIGN,3
192.168.10.8,1661,BENIGN,3
192.168.10.17,17643,BENIGN,3
192.168.10.9,2384,BENIGN,3
192.168.10.17,4591,BENIGN,3
192.168.10.17,4593,BENIGN,3
192.168.10.9,2390,BENIGN,3
192.168.10.9,2383,BENIGN,3
192.168.10.17,4600,BENIGN,3
192.168.10.17,17631,BENIGN,3
192.168.10.9,2381,BENIGN,3
192.168.10.9,2380,BENIGN,3
192.168.10.17,4627,BENIGN,3
192.168.10.17,17628,BENIGN,3
192.168.10.9,2378,BENIGN,3
192.168.10.8,1660,BENIGN,3
192.168.10.9,2388,BENIGN,3
192.168.10.8,63802,BENIGN,3
192.168.10.9,2419,BENIGN,3
192.168.10.17,4526,BENIGN,3
192.168.10.9,2416,BENIGN,3
192.168.10.9,2414,BENIGN,3
192.168.10.17,4472,BENIGN,3
192.168.10.9,2408,BENIGN,3
192.168.10.9,2407,BENIGN,3
192.168.10.17,4507,BENIGN,3
192.168.10.8,1664,BENIGN,3
192.168.10.17,4516,BENIGN,3
192.168.10.9,2400,BENIGN,3
192.168.10.17,4529,BENIGN,3
192.168.10.9,2392,BENIGN,3
192.168.10.9,2399,BENIGN,3
192.168.10.9,2398,BENIGN,3
192.168.10.17,17691,BENIGN,3
192.168.10.17,4533,BENIGN,3
192.168.10.9,2397,BENIGN,3
192.168.10.9,2395,BENIGN,3
192.168.10.17,17690,BENIGN,3
192.168.10.17,17686,BENIGN,3
192.168.10.9,2393,BENIGN,3
