 Source IP, Source Port, Label,count
192.168.10.50,80,BENIGN,38292
192.168.10.17,123,BENIGN,8665
72.21.91.29,80,BENIGN,7548
192.168.10.19,123,BENIGN,6782
192.168.10.50,21,BENIGN,6389
192.168.10.50,22,BENIGN,5511
23.50.75.27,80,BENIGN,4657
162.208.20.178,443,BENIGN,4553
35.186.227.40,443,BENIGN,3209
23.61.187.27,80,BENIGN,2942
192.168.10.50,137,BENIGN,2726
172.16.0.1,443,BENIGN,2529
23.60.139.27,80,BENIGN,2443
162.208.22.34,443,BENIGN,2068
173.223.152.83,443,BENIGN,2046
172.16.0.1,59328,PortScan,2006
172.16.0.1,37796,PortScan,2004
172.16.0.1,42452,PortScan,2000
172.16.0.1,36448,PortScan,2000
172.16.0.1,60768,PortScan,2000
172.16.0.1,45002,PortScan,2000
172.16.0.1,49008,PortScan,2000
172.16.0.1,42254,PortScan,2000
172.16.0.1,42784,PortScan,1998
172.16.0.1,55826,PortScan,1996
172.16.0.1,38444,PortScan,1994
172.16.0.1,34850,PortScan,1994
172.16.0.1,34212,PortScan,1992
172.16.0.1,46785,PortScan,1992
172.16.0.1,34110,PortScan,1992
172.16.0.1,54812,PortScan,1992
172.16.0.1,56794,PortScan,1990
172.16.0.1,37255,PortScan,1990
172.16.0.1,44029,PortScan,1990
172.16.0.1,49025,PortScan,1990
172.16.0.1,52332,PortScan,1990
172.16.0.1,53446,PortScan,1990
172.16.0.1,36053,PortScan,1990
172.16.0.1,59478,PortScan,1990
172.16.0.1,48416,PortScan,1990
172.16.0.1,33562,PortScan,1990
172.16.0.1,43924,PortScan,1988
172.16.0.1,62784,PortScan,1988
172.16.0.1,42849,PortScan,1988
172.16.0.1,36894,PortScan,1988
172.16.0.1,55191,PortScan,1988
172.16.0.1,54966,PortScan,1988
172.16.0.1,56383,PortScan,1988
172.16.0.1,43109,PortScan,1988
172.16.0.1,41249,PortScan,1988
172.16.0.1,64318,PortScan,1988
172.16.0.1,39809,PortScan,1988
172.16.0.1,53049,PortScan,1988
172.16.0.1,39492,PortScan,1988
172.16.0.1,57042,PortScan,1988
172.16.0.1,64915,PortScan,1988
172.16.0.1,45371,PortScan,1988
172.16.0.1,47339,PortScan,1988
172.16.0.1,58056,PortScan,1986
172.16.0.1,51546,PortScan,1986
172.16.0.1,39070,PortScan,1986
172.16.0.1,38529,PortScan,1986
172.16.0.1,35609,PortScan,1986
172.16.0.1,53430,PortScan,1986
172.16.0.1,62223,PortScan,1986
172.16.0.1,58812,PortScan,1986
172.16.0.1,39583,PortScan,1984
172.16.0.1,64231,PortScan,1984
172.16.0.1,34497,PortScan,1984
172.16.0.1,59529,PortScan,1984
172.16.0.1,36114,PortScan,1984
172.16.0.1,55479,PortScan,1984
172.16.0.1,34025,PortScan,1984
172.16.0.1,62959,PortScan,1982
172.16.0.1,54599,PortScan,1982
172.16.0.1,54368,PortScan,1982
172.16.0.1,57689,PortScan,1982
172.16.0.1,48354,PortScan,1982
172.16.0.1,64299,PortScan,1982
172.16.0.1,33503,PortScan,1980
172.16.0.1,38709,PortScan,1980
172.16.0.1,51887,PortScan,1980
172.16.0.1,35613,PortScan,1980
172.16.0.1,44033,PortScan,1980
172.16.0.1,33830,PortScan,1978
172.16.0.1,41041,PortScan,1978
172.16.0.1,62393,PortScan,1978
172.16.0.1,45423,PortScan,1978
172.16.0.1,44511,PortScan,1976
172.16.0.1,42668,PortScan,1976
172.16.0.1,41653,PortScan,1974
172.16.0.1,63910,PortScan,1972
172.16.0.1,43959,PortScan,1970
172.16.0.1,51903,PortScan,1952
192.168.10.16,123,BENIGN,1846
142.0.160.53,443,BENIGN,1794
52.84.145.207,443,BENIGN,1707
192.168.10.12,123,BENIGN,1641
23.111.11.111,443,BENIGN,1605
52.84.145.70,443,BENIGN,1494
172.217.12.194,443,BENIGN,1476
52.84.145.164,443,BENIGN,1443
172.217.12.130,443,BENIGN,1421
52.84.145.117,443,BENIGN,1416
192.168.10.8,137,BENIGN,1352
52.84.145.252,443,BENIGN,1284
52.84.145.136,443,BENIGN,1282
8.6.0.1,0,BENIGN,1260
172.217.3.98,443,BENIGN,1219
192.168.10.50,123,BENIGN,1183
172.217.11.2,443,BENIGN,1172
52.84.145.135,443,BENIGN,1161
172.217.6.226,443,BENIGN,1160
192.168.10.25,123,BENIGN,1113
172.217.12.162,443,BENIGN,1104
104.88.66.118,443,BENIGN,1089
104.88.89.135,443,BENIGN,1070
172.217.6.194,443,BENIGN,1068
23.194.182.12,443,BENIGN,1038
192.168.10.8,53852,BENIGN,1018
192.168.10.8,53398,BENIGN,1015
192.168.10.8,53399,BENIGN,1013
192.168.10.8,56149,BENIGN,1012
192.168.10.8,51700,BENIGN,1011
192.168.10.8,56148,BENIGN,1011
192.168.10.8,50619,BENIGN,1010
192.168.10.8,62905,BENIGN,1010
192.168.10.8,53851,BENIGN,1009
192.168.10.8,50620,BENIGN,1008
192.168.10.8,53719,BENIGN,1007
192.168.10.8,63809,BENIGN,1007
192.168.10.8,59830,BENIGN,1006
192.168.10.8,60817,BENIGN,1005
192.168.10.8,60216,BENIGN,1005
192.168.10.8,63810,BENIGN,1005
192.168.10.8,64823,BENIGN,1004
192.168.10.8,60217,BENIGN,1003
192.168.10.8,65230,BENIGN,1002
192.168.10.8,64824,BENIGN,1001
192.168.10.8,65231,BENIGN,1001
192.168.10.8,62906,BENIGN,1001
192.168.10.8,35283,BENIGN,999
192.168.10.8,44548,BENIGN,999
192.168.10.8,33264,BENIGN,999
192.168.10.8,45585,BENIGN,999
192.168.10.8,40050,BENIGN,999
192.168.10.8,48837,BENIGN,999
192.168.10.8,35284,BENIGN,998
192.168.10.8,33265,BENIGN,998
192.168.10.8,60467,BENIGN,998
192.168.10.8,48838,BENIGN,998
192.168.10.8,40051,BENIGN,998
192.168.10.8,44549,BENIGN,998
192.168.10.8,35791,BENIGN,990
172.217.10.66,443,BENIGN,990
192.168.10.12,137,BENIGN,981
192.168.10.8,63448,BENIGN,975
192.168.10.8,45500,BENIGN,969
192.168.10.8,63036,BENIGN,965
192.168.10.8,40920,BENIGN,963
192.168.10.8,59793,BENIGN,962
192.168.10.8,50746,BENIGN,961
172.16.0.1,50122,BENIGN,960
192.168.10.8,42484,BENIGN,960
172.217.10.226,443,BENIGN,957
192.168.10.8,61709,BENIGN,956
52.84.145.65,443,BENIGN,954
192.168.10.8,61049,BENIGN,953
192.168.10.8,53466,BENIGN,951
192.168.10.8,54435,BENIGN,950
