"source_ip","time_stamp","packet_length_mean","size_difference"
"104.88.12.39",2017-04-07 11:53:00.000,1557.333333,1549.583333
"104.88.12.39",2017-04-07 11:53:00.000,1557.333333,1526.933333
"152.195.12.73",2017-06-07 03:31:00.000,1664.380952,1658.380952
"168.62.105.45",2017-04-07 11:11:00.000,1158.0,1087.5
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1162.7,1156.7
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1454.125,1448.125
"172.16.0.1",2017-07-07 04:16:00.000,1453.375,1447.375
"172.16.0.1",2017-07-07 04:16:00.000,1057.0,1051.0
"172.16.0.1",2017-07-07 04:16:00.000,1162.7,1156.7
"172.16.0.1",2017-07-07 04:16:00.000,1162.7,1156.7
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1057.0,1051.0
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1453.375,1447.375
"172.16.0.1",2017-07-07 04:16:00.000,1291.888889,1285.888889
"172.16.0.1",2017-07-07 04:16:00.000,1661.0,1655.0
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1162.7,1156.7
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1291.888889,1285.888889
"172.16.0.1",2017-07-07 04:16:00.000,1163.3,1157.3
"172.16.0.1",2017-07-07 04:16:00.000,1291.888889,1286.4603175710001
"172.16.0.1",2017-07-07 04:16:00.000,1453.375,1447.375
"172.16.0.1",2017-07-07 04:16:00.000,1291.888889,1285.888889
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1291.888889,1285.888889
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1454.125,1448.125
"172.16.0.1",2017-07-07 04:16:00.000,1454.125,1448.125
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
"172.16.0.1",2017-07-07 04:16:00.000,1292.555556,1286.555556
